This is the FreeWX-Wi raw almanac file of daily extremes.

This file used Midnight changeover times
Each entry details the extreme conditions for the 24 hours ENDING at the changeover time on the date shown for that entry.


DATE,MONTH,MAX TEMPERATURE,MAX TEMP TIME,MIN TEMPERATURE,MIN TEMP TIME,MAX HUMIDITY,MAX HUMIDITY TIME,MIN HUMIDITY,MIN HUMIDITY TIME,MAX DEWPOINT,MAX DEWPOINT TIME,MIN DEWPOINT,MIN DEWPOINT TIME,MAX INDOOR TEMP,MAX INDOOR TEMP TIME,MIN INDOOR TEMP,MIN INDOOR TEMP TIME,MIN WIND CHILL, MIN WIND CHILL TIME,MAX HEAT INDEX,MAX HEAT INDEX TIME,MAX RAINFALL RATE,MAX RAINFALL RATE TIME,MAX BAROMETER (SEA),MAX BAROMETER TIME,MIN BAROMETER (SEA),MIN BAROMETER TIME,MAX WIND (GUST),MAX WIND GUST TIME,MAX WIND GUST DIRECTION,TOTAL RAINFALL FOR LAST 24 HOURS,DAYS SINCE RAIN,LAST RAIN AMOUNT,WIND RUN & vbCrLf
15,October,+90.1,16:46,+57.2,05:15,98,09:11,17,16:46,+62.2,09:18,+35.4,18:28,+74.1,16:10,+69.3,08:55,+57.2,08:23,+85.5,16:46,0,00:00,29.47,00:25,29.29,20:25,8.1,16:13,264,0,7,0.59,8.249
16,October,+71.4,05:34,+44.8,22:10,88,09:54,24,16:40,+55.8,08:42,+28.2,16:29,+71.1,00:00,+69.4,23:31,+44.6,23:59,+75.6,07:33,0.35,09:30,29.44,23:59,29.29,06:41,8.3,11:17,236,0.12,0,0.12,8.778
17,October,+65.8,17:20,+38.8,23:16,98,08:46,19,17:27,+48.4,08:46,+17.1,17:27,+71.1,17:51,+68.4,09:28,+38.8,23:16,-999,00:00,0,00:00,29.47,12:55,29.41,20:55,8.3,12:10,295,0.04,0,0.04,2.802
18,October,+69.4,16:59,+39.2,00:24,86,06:45,15,17:36,+39.4,06:51,+10,19:26,+73.9,16:22,+67.6,09:40,+39.2,00:33,+69.1,17:16,0,00:00,29.59,23:59,29.38,02:25,8.7,16:26,279,0,1,0.04,7.556
19,October,+70.7,16:55,+27.9,08:06,89,08:27,15,17:39,+35.2,08:41,+11.5,18:44,+73.9,16:11,+66,11:03,+27.9,08:06,+70.3,16:56,0,23:59,29.68,11:55,29.56,23:59,6.3,13:53,77,0,2,0.04,1.803
20,October,+76.5,17:04,+27,07:29,88,08:32,15,18:17,+34.9,09:44,+13.5,19:23,+75.9,15:45,+66.4,08:39,+26.6,08:09,+73.4,17:04,0,00:00,29.59,09:55,29.41,23:59,8.3,16:42,281,0,3,0.04,10.492
21,October,+66.9,17:00,+33.6,23:19,70,01:54,15,17:35,+34.2,01:56,+6.6,19:12,+74.8,15:12,+69.3,09:59,+33.6,23:19,-999,00:00,0,00:00,29.62,23:59,29.38,03:25,11,11:44,284,0,4,0.04,20.806
22,October,+65.1,16:52,+24.1,07:56,89,08:35,17,17:44,+32.5,08:43,+8.1,18:49,+75.4,17:18,+67.6,08:07,+24.1,07:56,-999,00:00,0,00:00,29.71,13:40,29.59,01:56,8.1,12:40,101,0,5,0.04,4.21
23,October,+69.4,16:55,+31.5,01:07,51,00:56,17,17:13,+22.8,16:55,+9.5,04:49,+76.1,16:44,+67.5,09:18,+30.2,08:21,+69.8,16:55,0,00:00,29.71,11:55,29.56,23:59,7.2,15:17,106,0,6,0.04,5.671
24,October,+61.9,11:49,+47.7,07:02,98,23:59,20,01:31,+48.6,23:59,+12,05:05,+72,00:29,+68.9,09:54,+42.8,13:48,-999,00:00,0.16,14:50,29.56,02:11,29.26,23:59,11.4,13:48,287,0.59,0,0.59,2.713
25,October,+65.5,17:20,+39.2,23:59,98,09:46,20,17:29,+51.4,09:46,+18.9,18:47,+72.7,18:28,+68,09:23,+39.2,23:59,-999,00:00,0,23:59,29.26,01:25,29.17,18:26,9.6,16:34,295,0.04,0,0.04,9.904
26,October,+71.2,17:07,+36.3,06:51,98,08:19,19,23:19,+43.5,21:43,+12.7,23:47,+75,16:45,+67.5,09:33,+35.6,23:34,+72,17:16,0,23:59,29.29,23:59,29.14,20:10,17.4,23:31,275,0.04,0,0.04,32.155
27,October,+47.3,00:05,+32.5,07:51,69,22:19,23,03:40,+29.7,22:18,+6.8,07:35,+71.4,00:20,+67.5,09:13,+26.6,05:57,-999,00:00,0,00:00,29.47,23:55,29.29,00:26,13.2,00:03,274,0,1,0.04,56.725
28,October,+48,15:06,+33.4,07:11,63,07:12,24,15:31,+25.5,00:04,+8.1,23:57,+69.8,16:09,+66.9,09:23,+23,09:36,-999,00:00,0,23:59,29.5,13:25,29.41,04:41,13.2,16:17,313,0,2,0.04,73.018
29,October,+57,17:09,+29.1,23:59,62,23:59,17,17:22,+18,23:58,+6.4,19:02,+74.5,16:36,+66.9,08:52,+28.4,23:59,-999,00:00,0,00:00,29.53,23:59,29.32,06:55,13.2,16:25,282,0,3,0.04,46.575
30,October,+66.9,17:24,+22.6,07:59,83,05:08,15,17:30,+29.3,10:02,+7.5,19:51,+75,17:28,+66.9,08:12,+22.6,07:59,-999,00:00,0,23:59,29.79,13:40,29.53,00:10,5.8,14:40,146,0,4,0.04,3.555
31,October,+76.1,17:19,+27.1,07:31,88,09:59,15,17:25,+34.3,10:03,+14.9,18:43,+75.6,15:22,+67.1,09:18,+26.6,07:58,+73,17:23,0,00:00,29.79,12:26,29.65,18:55,9.6,15:20,212,0,5,0.04,5.38
